     0         0.01134741105           6.436758803           6.448106214
   250           1.978775991           4.470937673           6.449713664
   500           1.974563696           4.474622818           6.449186514
   750           1.437992749           5.011553219           6.449545969
  1000            1.59107214              4.858617            6.44968914
  1250           1.238181829           5.211190378           6.449372207
  1500           1.396302433           5.053184823           6.449487256
  1750             1.2553763           5.194191207           6.449567508
  2000           1.500209949           4.949409771           6.449619721
  2250           1.327475016           5.122049599           6.449524614
  2500           1.778130452           4.671454866           6.449585318
  2750           1.697813672            4.75195604           6.449769712
  3000           1.446868438            5.00259029           6.449458728
  3250           1.411120037           5.038248758           6.449368795
  3500           1.636078165           4.813431246           6.449509411
  3750           1.497112108           4.952448057           6.449560165
  4000           1.813481144           4.636368156             6.4498493
  4250           1.111323419           5.337993261            6.44931668
  4500           1.298052765           5.151511468           6.449564233
  4750           1.490490594             4.9591108           6.449601395
  5000           1.143405965           5.305638633           6.449044599
  5250           1.513918461           4.935868912           6.449787373
  5500           1.548112652           4.901588385           6.449701037
  5750           1.096937531            5.35238316           6.449320692
  6000          0.7750313371           5.673930663              6.448962
  6250             1.2483035           5.200997349           6.449300849
  6500           1.448862083            5.00083057           6.449692653
  6750           1.716796243            4.73299405           6.449790293
  7000           1.261791355           5.187755721           6.449547076
  7250           1.017472414           5.431828721           6.449301135
  7500           1.131536658           5.317744682            6.44928134
  7750           1.463838977           4.985639569           6.449478546
  8000           1.215424188           5.234092553           6.449516741
  8250           1.062814534           5.386433215           6.449247749
  8500            1.28930494           5.160254001            6.44955894
  8750          0.9539049853           5.495200909           6.449105894
  9000           1.188497032           5.260979241           6.449476272
  9250           1.256232667            5.19324547           6.449478137
  9500           1.417506738           5.031967757           6.449474495
  9750           1.002984407           5.446108923            6.44909333
