50	 	8.81993	 	25.132
60	 	10.2732	 	33.2784
70	 	9.76128	 	28.1932
80	 	11.3413	 	33.0739
90	 	12.7081	 	34.4495
100	 	14.5129	 	45.3487
110	 	16.2225	 	51.5405
120	 	18.4254	 	59.3852
130	 	21.2677	 	65.5962
140	 	23.7394	 	75.0702
