-0.464849		0.47573			-0.399863
-0.818811		-0.605639		0.201473
0.194308		-0.124607		0.382667
-0.202318		0.00357733		-0.109531
-0.0206356		-0.120936		0.129492
-0.22705		-0.092322		0.0228793
0.0801921		-0.000949153	-0.642409
-0.081909		0.16892			-0.165243
-0.255429		0.207291		-0.470462
-0.23376		0.180611		0.0779361
-0.144281		-0.210492		0.216902
0.00113383		-0.0461298		0.0815602
-0.00358192		0.0140372		0.0853464
-0.04766		0.2542			0.0298923
0.335199		-0.0251955		0.115312
-0.576868		0.10548			0.0511333
-0.559288		0.102155		0.314488
0.227213		-0.0865831		0.142754
0.0278879		-0.155304		0.0239909
0.0117605		0.0249052		0.122622
0.231505		-0.373413		-0.238553
0.10121			-0.124071		0.0828304
0.267018		-0.357939		-0.424881
-0.383644		-0.28299		-0.0104307
0.333901		-0.327506		0.0110812
-0.361217		-0.47268		-0.376152
-0.0709106		-0.238786		0.133721
-0.365538		0.337235		0.0301914
-0.460601		-0.0153281		-0.035104
-0.0846312		0.109422		-0.254919
0.185545		-0.349212		0.0748167
0.278042		-0.070218		-0.2557
0.25512			-0.0341145		-0.328318
0.197823		0.0882474		0.198014
0.091623		-0.0451693		-0.0883441
0.231012		-0.0957752		0.133511
-0.30832		-0.0647351		0.411693
0.0486049		0.227201		0.183132
0.226892		-0.0813244		0.314079
-0.034601		-0.321029		0.196943
0.306917		0.208909		0.239349
0.550057		0.0603165		-0.054612
0.16067			0.500837		0.229406
0.193454		-0.0815666		-0.278454
0.122183		0.282463		0.322351
0.385049		0.125747		0.0492711
-0.0625577		0.230473		-0.549311
0.250553		0.286544		-0.0655668
0.318847		0.311804		0.304651
0.154742		0.49791			-0.165638
