-2.56624	-0.848036	-1.87968
3.49859		0.368041	0.0204957
2.1001		-0.777353	0.272399
-2.97313	1.55647		3.10126
-0.149627	-0.207487	-1.44228
-1.41291	2.07229		-0.968308
2.27855		-6.23937	1.03081
-1.87571	2.3616		0.750418
0.603535	1.58854		-2.79732
0.85383		0.366948	2.84614
-2.30146	1.29291		-2.08463
1.74753		-1.60753	1.54481
0.274285	-1.88645	-1.20217
-1.05187	3.65841		1.79283
1.27449		-0.140751	4.57316
-3.62948	0.153362	-7.33501
3.38931		-0.906881	2.91465
-0.0656169	0.377185	-0.254696
0.651974	-0.170282	-0.865654
-0.931591	-1.27753	1.09331
-0.0839999	-0.819855	-1.25052
4.15182		1.28005		0.478482
-3.84186	0.690143	0.0834531
0.464222	-1.63582	-0.503721
-3.75125	1.45554		2.79205
2.92422		2.31924		-2.73291
-0.185552	-3.31974	-0.0544788
-1.97713	2.37185		1.58671
3.76051		-2.70622	-1.39619
-1.71263	1.00719		0.0223563
-1.02648	1.17687		3.96239
0.460869	0.204486	-3.03713
-0.212637	-1.48553	-2.15271
-0.343408	0.0166137	1.15126
0.636264	-1.32148	-0.666291
0.788456	-0.755605	1.45642
0.261717	1.76513		-0.964837
-1.28569	1.13266		-0.282343
1.2897		-0.852563	0.315421
-0.0889012	-0.178965	1.1122
-0.721694	-2.9584		1.2251
1.14666		2.48587		-3.02147
-1.1876		0.438456	0.20109
0.545185	-0.0116297	0.97016
0.293625	-0.0180632	-0.402982
0.0246357	-0.0126637	0.00992343
0.0894727	-0.387395	0.00483975
1.37224		2.51918		0.589183
0.378914	0.735012	-0.543365
-1.88423	-2.86843	-0.0626465
